date,store,is_state_holiday,is_school_holiday,is_special_day,temperature_max,temperature_min,temperature_mean,sunshine_sum,precipitation_sum,sales,unsold,ordered
2021-08-27,store_8,normal_day,normal_day,normal_day,16.3,14.0,15.090909090909092,126,1.3,1.8198405106196014,,
2021-08-27,store_5,normal_day,normal_day,normal_day,16.3,14.0,15.090909090909092,126,1.3,1.4630621945153335,,
2021-08-27,store_7,normal_day,normal_day,normal_day,16.3,14.0,15.090909090909092,126,1.3,1.1855679486564583,,
2021-08-27,store_1,normal_day,normal_day,normal_day,16.3,14.0,15.090909090909092,126,1.3,0.597933075072958,,
2021-08-27,store_4,normal_day,normal_day,normal_day,16.3,14.0,15.090909090909092,126,1.3,1.8245042794575659,,
2021-08-28,store_8,normal_day,normal_day,normal_day,19.9,15.2,17.3,132,0.9,2.7199478963467087,,
2021-08-28,store_5,normal_day,normal_day,normal_day,19.9,15.2,17.3,132,0.9,2.3095362386058516,,
2021-08-28,store_1,normal_day,normal_day,normal_day,19.9,15.2,17.3,132,0.9,1.3721187021750298,,
2021-08-28,store_7,normal_day,normal_day,normal_day,19.9,15.2,17.3,132,0.9,1.7615434001450478,,
2021-08-28,store_4,normal_day,normal_day,normal_day,19.9,15.2,17.3,132,0.9,1.6076390284922264,,
2021-08-29,store_4,normal_day,normal_day,normal_day,19.1,14.6,16.772727272727273,52,5.1,1.7009144052515122,,
2021-08-29,store_7,normal_day,normal_day,normal_day,19.1,14.6,16.772727272727273,52,5.1,1.8571506613233157,,
2021-08-29,store_5,normal_day,normal_day,normal_day,19.1,14.6,16.772727272727273,52,5.1,1.407096968459762,,
2021-08-29,store_8,normal_day,normal_day,normal_day,19.1,14.6,16.772727272727273,52,5.1,3.0394160617472625,,
2021-08-29,store_1,normal_day,normal_day,normal_day,19.1,14.6,16.772727272727273,52,5.1,1.794189782010798,,
2021-08-30,store_8,normal_day,normal_day,normal_day,17.9,15.7,16.87272727272727,1,0.8,1.2042230240083154,,
2021-08-30,store_7,normal_day,normal_day,normal_day,17.9,15.7,16.87272727272727,1,0.8,0.6515664167095473,,
2021-08-30,store_5,normal_day,normal_day,normal_day,17.9,15.7,16.87272727272727,1,0.8,0.9453838535012975,,
2021-08-30,store_4,normal_day,normal_day,normal_day,17.9,15.7,16.87272727272727,1,0.8,0.6725533764803866,,
2021-08-30,store_1,normal_day,normal_day,normal_day,17.9,15.7,16.87272727272727,1,0.8,0.33209825130899356,,
2021-08-31,store_1,normal_day,normal_day,normal_day,19.9,13.4,17.78181818181818,276,0.0,0.6608939543854759,,
2021-08-31,store_4,normal_day,normal_day,normal_day,19.9,13.4,17.78181818181818,276,0.0,0.8171302104572795,,
2021-08-31,store_8,normal_day,normal_day,normal_day,19.9,13.4,17.78181818181818,276,0.0,1.2998302851865833,,
2021-08-31,store_5,normal_day,normal_day,normal_day,19.9,13.4,17.78181818181818,276,0.0,0.9197331248924939,,
2021-08-31,store_7,normal_day,normal_day,normal_day,19.9,13.4,17.78181818181818,276,0.0,0.954711391177226,,
2021-09-01,store_7,normal_day,normal_day,normal_day,20.6,15.7,18.263636363636365,175,0.0,0.7168591804410474,,
2021-09-01,store_5,normal_day,normal_day,normal_day,20.6,15.7,18.263636363636365,175,0.0,0.8917505118647081,,
2021-09-01,store_1,normal_day,normal_day,normal_day,20.6,15.7,18.263636363636365,175,0.0,0.3740721708506722,,
2021-09-01,store_4,normal_day,normal_day,normal_day,20.6,15.7,18.263636363636365,175,0.0,0.6235838036817616,,
2021-09-01,store_8,normal_day,normal_day,normal_day,20.6,15.7,18.263636363636365,175,0.0,1.4793853854482084,,
2021-09-02,store_4,normal_day,normal_day,normal_day,21.0,13.8,17.854545454545455,415,0.0,0.8101345572003331,,
2021-09-02,store_5,normal_day,normal_day,normal_day,21.0,13.8,17.854545454545455,415,0.0,0.7518374467257795,,
2021-09-02,store_8,normal_day,normal_day,normal_day,21.0,13.8,17.854545454545455,415,0.0,1.0293316925846547,,
2021-09-02,store_1,normal_day,normal_day,normal_day,21.0,13.8,17.854545454545455,415,0.0,0.007966317070475529,,
2021-09-02,store_7,normal_day,normal_day,normal_day,21.0,13.8,17.854545454545455,415,0.0,0.5652866932072079,,
2021-09-03,store_1,normal_day,normal_day,normal_day,23.9,15.1,20.572727272727274,444,0.0,0.257477949901565,,
2021-09-03,store_5,normal_day,normal_day,normal_day,23.9,15.1,20.572727272727274,444,0.0,0.807802672781351,,
2021-09-03,store_4,normal_day,normal_day,normal_day,23.9,15.1,20.572727272727274,444,0.0,0.7844838285915295,,
2021-09-03,store_7,normal_day,normal_day,normal_day,23.9,15.1,20.572727272727274,444,0.0,1.246196943549994,,
2021-09-03,store_8,normal_day,normal_day,normal_day,23.9,15.1,20.572727272727274,444,0.0,1.3814462398509584,,
2021-09-04,store_7,normal_day,normal_day,normal_day,18.5,13.0,15.772727272727273,115,0.0,2.202269555332673,,
2021-09-04,store_8,normal_day,normal_day,normal_day,18.5,13.0,15.772727272727273,115,0.0,2.1719550578859055,,
2021-09-04,store_5,normal_day,normal_day,normal_day,18.5,13.0,15.772727272727273,115,0.0,1.7755347066589409,,
2021-09-04,store_4,normal_day,normal_day,normal_day,18.5,13.0,15.772727272727273,115,0.0,1.9480941536636194,,
2021-09-04,store_1,normal_day,normal_day,normal_day,18.5,13.0,15.772727272727273,115,0.0,1.148257797952744,,
2021-09-05,store_7,normal_day,normal_day,normal_day,22.5,15.5,19.490909090909092,219,0.0,2.071684027869673,,
2021-09-05,store_1,normal_day,normal_day,normal_day,22.5,15.5,19.490909090909092,219,0.0,2.3515101581475304,,
2021-09-05,store_8,normal_day,normal_day,normal_day,22.5,15.5,19.490909090909092,219,0.0,2.4890913388674765,,
2021-09-05,store_5,normal_day,normal_day,normal_day,22.5,15.5,19.490909090909092,219,0.0,0.9290606625684225,,
2021-09-05,store_4,normal_day,normal_day,normal_day,22.5,15.5,19.490909090909092,219,0.0,2.2419115904553695,,
2021-09-06,store_1,normal_day,normal_day,normal_day,23.1,16.8,20.37272727272727,295,0.0,-0.178584436448096,,
2021-09-06,store_8,normal_day,normal_day,normal_day,23.1,16.8,20.37272727272727,295,0.0,0.9243968937304582,,
2021-09-06,store_7,normal_day,normal_day,normal_day,23.1,16.8,20.37272727272727,295,0.0,0.4883345073807972,,
2021-09-06,store_4,normal_day,normal_day,normal_day,23.1,16.8,20.37272727272727,295,0.0,0.3344301357279757,,
2021-09-06,store_5,normal_day,normal_day,normal_day,23.1,16.8,20.37272727272727,295,0.0,0.7728244064966188,,
2021-09-07,store_4,normal_day,normal_day,normal_day,22.0,14.3,19.527272727272727,269,0.0,0.5279765425034937,,
2021-09-07,store_8,normal_day,normal_day,normal_day,22.0,14.3,19.527272727272727,269,0.0,0.856772245579976,,
2021-09-07,store_1,normal_day,normal_day,normal_day,22.0,14.3,19.527272727272727,269,0.0,-0.05499456224204236,,
2021-09-07,store_7,normal_day,normal_day,normal_day,22.0,14.3,19.527272727272727,269,0.0,0.5582910399502615,,
2021-09-07,store_5,normal_day,normal_day,normal_day,22.0,14.3,19.527272727272727,269,0.0,0.40438666829744,,
2021-09-08,store_5,normal_day,normal_day,normal_day,25.1,17.9,22.581818181818182,428,0.0,0.4790069697048686,,
2021-09-08,store_4,normal_day,normal_day,normal_day,25.1,17.9,22.581818181818182,428,0.0,0.1012416938297613,,
2021-09-08,store_1,normal_day,normal_day,normal_day,25.1,17.9,22.581818181818182,428,0.0,0.09890980941077915,,
2021-09-08,store_7,normal_day,normal_day,normal_day,25.1,17.9,22.581818181818182,428,0.0,0.8987461651216546,,
2021-09-08,store_8,normal_day,normal_day,normal_day,25.1,17.9,22.581818181818182,428,0.0,0.4766750852858865,,
2021-09-09,store_4,normal_day,normal_day,normal_day,27.2,20.5,24.663636363636364,425,0.0,0.02662139242233268,,
2021-09-09,store_5,normal_day,normal_day,normal_day,27.2,20.5,24.663636363636364,425,0.0,0.15254315104736846,,
2021-09-09,store_1,normal_day,normal_day,normal_day,27.2,20.5,24.663636363636364,425,0.0,-0.11329167271659596,,
2021-09-09,store_8,normal_day,normal_day,normal_day,27.2,20.5,24.663636363636364,425,0.0,0.5722823464641544,,
2021-09-09,store_7,normal_day,normal_day,normal_day,27.2,20.5,24.663636363636364,425,0.0,0.43236928132522573,,
2021-09-10,store_1,normal_day,normal_day,normal_day,27.5,18.2,21.681818181818183,196,5.3,0.06626342754502913,,
2021-09-10,store_4,normal_day,normal_day,normal_day,27.5,18.2,21.681818181818183,196,5.3,0.5419678490173865,,
2021-09-10,store_8,normal_day,normal_day,normal_day,27.5,18.2,21.681818181818183,196,5.3,1.6775955610616906,,
2021-09-10,store_5,normal_day,normal_day,normal_day,27.5,18.2,21.681818181818183,196,5.3,0.5559591555312794,,
2021-09-10,store_7,normal_day,normal_day,normal_day,27.5,18.2,21.681818181818183,196,5.3,0.728518602535958,,
2021-09-11,store_5,normal_day,normal_day,normal_day,23.2,18.7,21.40909090909091,168,1.6,1.8851332743511016,,
2021-09-11,store_8,normal_day,normal_day,normal_day,23.2,18.7,21.40909090909091,168,1.6,2.0950028720594944,,
2021-09-11,store_1,normal_day,normal_day,normal_day,23.2,18.7,21.40909090909091,168,1.6,1.0759693809642976,,
2021-09-11,store_7,normal_day,normal_day,normal_day,23.2,18.7,21.40909090909091,168,1.6,1.390773777526887,,
2021-09-11,store_4,normal_day,normal_day,normal_day,23.2,18.7,21.40909090909091,168,1.6,1.246196943549994,,
2021-09-12,store_4,normal_day,normal_day,normal_day,22.0,17.8,20.027272727272727,36,0.0,2.09033910322153,,
2021-09-12,store_8,normal_day,normal_day,normal_day,22.0,17.8,20.027272727272727,36,0.0,2.6313362884253872,,
2021-09-12,store_7,normal_day,normal_day,normal_day,22.0,17.8,20.027272727272727,36,0.0,1.679927445480673,,
2021-09-12,store_5,normal_day,normal_day,normal_day,22.0,17.8,20.027272727272727,36,0.0,1.150589682371726,,
2021-09-12,store_1,normal_day,normal_day,normal_day,22.0,17.8,20.027272727272727,36,0.0,1.6589404857098335,,
2021-09-13,store_4,normal_day,normal_day,normal_day,19.4,13.1,17.29090909090909,66,0.0,0.5769461153021187,,
2021-09-13,store_5,normal_day,normal_day,normal_day,19.4,13.1,17.29090909090909,66,0.0,0.9430519690823154,,
2021-09-13,store_1,normal_day,normal_day,normal_day,19.4,13.1,17.29090909090909,66,0.0,0.26214171873952924,,
2021-09-13,store_8,normal_day,normal_day,normal_day,19.4,13.1,17.29090909090909,66,0.0,0.9943534262999225,,
2021-09-13,store_7,normal_day,normal_day,normal_day,19.4,13.1,17.29090909090909,66,0.0,0.16886634198024347,,
2021-09-14,store_8,normal_day,normal_day,normal_day,21.8,15.7,19.7,394,0.0,0.8497765923230296,,
2021-09-14,store_7,normal_day,normal_day,normal_day,21.8,15.7,19.7,394,0.0,0.12922430685754702,,
2021-09-14,store_5,normal_day,normal_day,normal_day,21.8,15.7,19.7,394,0.0,0.3437576734039043,,
2021-09-14,store_4,normal_day,normal_day,normal_day,21.8,15.7,19.7,394,0.0,0.5116533515706186,,
2021-09-14,store_1,normal_day,normal_day,normal_day,21.8,15.7,19.7,394,0.0,-0.2625322755314532,,
2021-09-15,store_4,normal_day,normal_day,normal_day,24.0,18.5,20.37272727272727,23,11.100000000000001,0.43703305016319005,,
2021-09-15,store_1,normal_day,normal_day,normal_day,24.0,18.5,20.37272727272727,23,11.100000000000001,-0.02468006479527449,,
2021-09-15,store_5,normal_day,normal_day,normal_day,24.0,18.5,20.37272727272727,23,11.100000000000001,0.4999939294757079,,
2021-09-15,store_7,normal_day,normal_day,normal_day,24.0,18.5,20.37272727272727,23,11.100000000000001,0.5139852359896008,,
2021-09-15,store_8,normal_day,normal_day,normal_day,24.0,18.5,20.37272727272727,23,11.100000000000001,0.29478810060527927,,
2021-09-16,store_8,normal_day,normal_day,normal_day,18.8,16.6,17.70909090909091,46,0.0,0.9313925469874046,,
2021-09-16,store_4,normal_day,normal_day,normal_day,18.8,16.6,17.70909090909091,46,0.0,0.4347011657442079,,
2021-09-16,store_1,normal_day,normal_day,normal_day,18.8,16.6,17.70909090909091,46,0.0,-0.03400760247120307,,
2021-09-16,store_7,normal_day,normal_day,normal_day,18.8,16.6,17.70909090909091,46,0.0,0.4999939294757079,,
2021-09-16,store_5,normal_day,normal_day,normal_day,18.8,16.6,17.70909090909091,46,0.0,0.9267287781494403,,
2021-09-17,store_7,normal_day,normal_day,normal_day,16.7,13.9,15.354545454545455,3,0.0,0.6329113413576901,,
2021-09-17,store_8,normal_day,normal_day,normal_day,16.7,13.9,15.354545454545455,3,0.0,1.7032462896704943,,
2021-09-17,store_5,normal_day,normal_day,normal_day,16.7,13.9,15.354545454545455,3,0.0,1.148257797952744,,
2021-09-17,store_1,normal_day,normal_day,normal_day,16.7,13.9,15.354545454545455,3,0.0,0.5023258138946901,,
2021-09-17,store_4,normal_day,normal_day,normal_day,16.7,13.9,15.354545454545455,3,0.0,1.4957085763810836,,
